TicketID,CustomerID,IssueType,Priority,ResolutionDays,Resolved
T018791,C047066,Login,Medium,7,Yes
T018792,C003819,Cancellation,Medium,4,No
T018793,C017633,Billing,High,15,No
T018794,C015047,Feature,Medium,9,No
T018795,C046084,Billing,Low,14,No
T018796,C045284,Bug,High,13,Yes
T018797,C018416,Billing,Medium,9,Yes
T018798,C037242,Login,High,2,No
T018799,C002351,Billing,Low,9,Yes
T018800,C042999,Login,Medium,3,No
T018801,C033255,Feature,Low,2,No
T018802,C022042,Login,Medium,14,No
T018803,C035603,Cancellation,High,14,No
T018804,C015014,Bug,Low,10,No
T018805,C029262,Feature,Medium,10,No
T018806,C040512,Feature,Medium,14,No
T018807,C002463,Bug,Low,3,No
T018808,C036219,Billing,Low,4,No
T018809,C008615,Feature,High,13,No
T018810,C008726,Cancellation,Medium,1,Yes
T018811,C003692,Cancellation,Medium,6,No
T018812,C021545,Billing,Low,0,No
T018813,C009832,Login,High,0,No
T018814,C003800,Feature,Low,14,Yes
T018815,C019895,Feature,High,9,No
T018816,C016138,Login,Low,3,Yes
T018817,C041643,Bug,High,10,Yes
T018818,C023831,Login,High,12,No
T018819,C034420,Bug,Medium,11,Yes
T018820,C045202,Login,Low,12,Yes
T018821,C002999,Cancellation,Low,5,No
T018822,C040264,Bug,Medium,11,Yes
T018823,C018740,Bug,Low,13,No
T018824,C022534,Cancellation,High,11,Yes
T018825,C043955,Bug,High,9,Yes
T018826,C031291,Billing,Low,6,Yes
T018827,C002166,Feature,High,10,No
T018828,C013026,Login,Low,15,No
T018829,C031067,Billing,High,9,No
T018830,C006179,Feature,High,15,Yes
T018831,C045050,Billing,Medium,2,No
T018832,C033927,Billing,High,6,No
T018833,C001518,Login,Low,1,Yes
T018834,C006388,Billing,High,6,Yes
T018835,C036692,Login,High,2,No
T018836,C014899,Cancellation,Low,4,No
T018837,C008003,Login,Medium,2,No
T018838,C028462,Cancellation,Low,15,No
T018839,C024782,Bug,Medium,2,Yes
T018840,C024656,Feature,High,6,Yes
T018841,C003596,Bug,High,7,Yes
T018842,C038005,Billing,Medium,6,No
T018843,C027342,Cancellation,High,9,Yes
T018844,C013110,Cancellation,Medium,3,Yes
T018845,C037044,Cancellation,High,7,Yes
T018846,C029682,Login,Medium,3,No
T018847,C011537,Billing,High,10,Yes
T018848,C015984,Bug,High,6,No
T018849,C006516,Login,High,0,No
T018850,C011341,Bug,Low,10,No
T018851,C043346,Cancellation,Medium,5,Yes
T018852,C013138,Bug,Medium,5,Yes
T018853,C023234,Billing,Low,1,No
T018854,C023722,Cancellation,Medium,1,No
T018855,C010522,Login,High,5,No
T018856,C033089,Billing,Low,12,Yes
T018857,C026187,Cancellation,Medium,13,No
T018858,C003010,Feature,Low,10,No
T018859,C029195,Feature,Low,7,Yes
T018860,C003164,Feature,Medium,0,Yes
T018861,C011087,Cancellation,High,11,No
T018862,C015135,Feature,High,10,No
T018863,C035705,Login,Low,9,Yes
T018864,C049514,Bug,High,2,Yes
T018865,C010225,Cancellation,Low,1,No
T018866,C012586,Bug,High,6,No
T018867,C021759,Feature,High,3,Yes
T018868,C002619,Login,Low,6,Yes
T018869,C005563,Billing,Low,1,No
T018870,C011379,Feature,Low,6,Yes
T018871,C028125,Cancellation,Low,11,Yes
T018872,C005523,Billing,Medium,9,No
T018873,C031644,Cancellation,Medium,3,No
T018874,C022863,Feature,Low,10,No
T018875,C006524,Billing,Medium,1,Yes
T018876,C018108,Login,Medium,5,Yes
T018877,C002675,Feature,Low,7,Yes
T018878,C019900,Login,High,15,No
T018879,C002446,Login,High,5,Yes
T018880,C045757,Feature,High,0,No
T018881,C031242,Bug,Medium,2,Yes
T018882,C039704,Login,High,10,Yes
T018883,C043396,Login,High,6,No
T018884,C032927,Feature,High,6,Yes
T018885,C001718,Bug,Low,7,No
T018886,C004614,Bug,Low,7,Yes
T018887,C025232,Billing,High,6,No
T018888,C035592,Billing,Medium,8,No
T018889,C008780,Feature,High,0,No
T018890,C018977,Feature,High,15,Yes
T018891,C030809,Billing,Medium,12,Yes
T018892,C020668,Feature,Low,3,No
T018893,C027179,Cancellation,High,8,No
T018894,C038465,Cancellation,High,8,Yes
T018895,C042523,Billing,High,4,No
T018896,C002262,Login,High,1,No
T018897,C011830,Bug,Medium,2,Yes
T018898,C042834,Bug,High,3,No
T018899,C048816,Billing,High,6,No
T018900,C010601,Bug,High,7,No
T018901,C000431,Billing,Low,10,No
T018902,C039464,Cancellation,Medium,1,Yes
T018903,C033498,Login,Medium,2,No
T018904,C004365,Billing,Medium,14,Yes
T018905,C039917,Cancellation,High,5,Yes
T018906,C046250,Bug,Low,5,Yes
T018907,C028635,Billing,Low,3,Yes
T018908,C043269,Feature,Medium,0,Yes
T018909,C043375,Cancellation,Medium,14,No
T018910,C028897,Feature,Medium,10,Yes
T018911,C000126,Billing,Low,1,Yes
T018912,C009002,Bug,High,6,Yes
T018913,C040825,Feature,High,11,No
T018914,C010687,Feature,High,11,No
T018915,C040985,Bug,High,13,No
T018916,C006433,Feature,Medium,13,No
T018917,C035056,Feature,Medium,14,Yes
T018918,C046439,Cancellation,Low,0,No
T018919,C020375,Billing,High,7,Yes
T018920,C041118,Login,High,12,Yes
T018921,C041405,Feature,High,4,No
T018922,C019647,Login,High,0,No
T018923,C000779,Billing,High,1,No
T018924,C036675,Billing,High,15,Yes
T018925,C017972,Bug,Low,15,Yes
T018926,C037987,Feature,High,10,Yes
T018927,C022007,Login,Medium,6,Yes
T018928,C003565,Login,Medium,3,Yes
T018929,C013501,Billing,Medium,12,Yes
T018930,C003451,Feature,Low,3,Yes
T018931,C008219,Cancellation,Medium,1,Yes
T018932,C001375,Feature,High,13,Yes
T018933,C038840,Login,Low,2,Yes
T018934,C009806,Bug,Low,5,No
T018935,C040162,Feature,High,2,Yes
T018936,C008283,Login,High,3,No
T018937,C010339,Feature,High,11,No
T018938,C046872,Cancellation,Medium,3,No
T018939,C010668,Billing,Medium,5,No
T018940,C004580,Login,Low,13,No
T018941,C027203,Billing,High,0,No
T018942,C041103,Cancellation,High,6,No
T018943,C020541,Feature,Medium,15,Yes
T018944,C032638,Cancellation,Medium,3,Yes
T018945,C013970,Billing,Low,9,No
T018946,C041417,Login,High,13,No
T018947,C020779,Bug,High,1,No
T018948,C016375,Cancellation,Low,9,No
T018949,C025045,Cancellation,Low,10,No
T018950,C033413,Feature,High,4,Yes
T018951,C012456,Cancellation,Low,7,No
T018952,C007960,Cancellation,Low,9,No
T018953,C035038,Login,Low,15,Yes
T018954,C027469,Cancellation,Medium,6,Yes
T018955,C007096,Login,Low,13,Yes
T018956,C029296,Login,High,11,No
T018957,C031728,Billing,Medium,1,Yes
T018958,C049888,Feature,Medium,7,Yes
T018959,C027911,Billing,Medium,1,No
T018960,C018341,Feature,Low,5,No
T018961,C000790,Billing,Low,13,Yes
T018962,C043463,Bug,Medium,12,Yes
T018963,C010509,Login,High,4,No
T018964,C003370,Login,Medium,11,Yes
T018965,C013976,Cancellation,Medium,10,No
T018966,C045912,Billing,High,2,No
T018967,C005913,Billing,Low,5,No
T018968,C036591,Bug,Medium,3,Yes
T018969,C020145,Cancellation,Low,6,No
T018970,C012664,Bug,Low,4,Yes
T018971,C044831,Login,Low,1,No
T018972,C048064,Login,Low,11,No
T018973,C003607,Login,Medium,12,No
T018974,C003024,Cancellation,High,1,No
T018975,C002551,Bug,Low,4,No
T018976,C023084,Cancellation,Low,9,Yes
T018977,C042711,Feature,Low,9,Yes
T018978,C017630,Bug,Low,0,No
T018979,C049604,Feature,Low,9,No
T018980,C024175,Cancellation,Medium,10,No
T018981,C031913,Bug,Low,7,No
T018982,C018547,Bug,Medium,13,Yes
T018983,C017335,Billing,High,14,No
T018984,C000740,Feature,Low,15,Yes
T018985,C004578,Billing,Low,1,Yes
T018986,C021129,Login,Low,7,No
T018987,C010157,Cancellation,Low,15,Yes
T018988,C008556,Feature,Low,4,No
T018989,C019700,Cancellation,High,7,Yes
T018990,C035671,Feature,Medium,2,No
T018991,C011362,Feature,Low,8,Yes
T018992,C010895,Bug,Low,10,Yes
T018993,C018900,Cancellation,Low,10,No
T018994,C005543,Feature,High,8,No
T018995,C030240,Feature,Low,8,Yes
T018996,C011922,Cancellation,High,3,No
T018997,C035375,Bug,Medium,6,No
T018998,C049168,Bug,High,1,No
T018999,C000382,Bug,Low,7,Yes
T019000,C047426,Feature,High,1,Yes
T019001,C024910,Cancellation,High,9,No
T019002,C044564,Bug,High,4,Yes
T019003,C020384,Feature,Low,1,No
T019004,C010735,Bug,High,11,Yes
T019005,C020499,Billing,Medium,9,No
T019006,C030574,Login,Medium,10,Yes
T019007,C034164,Bug,Low,0,No
T019008,C010645,Bug,Low,14,Yes
T019009,C027509,Billing,Medium,10,Yes
T019010,C031148,Billing,Medium,1,Yes
T019011,C026724,Login,High,6,Yes
T019012,C011249,Billing,Medium,0,Yes
T019013,C021548,Login,Low,0,Yes
T019014,C009813,Feature,High,12,Yes
T019015,C023458,Login,Medium,9,Yes
T019016,C011142,Bug,Medium,0,No
T019017,C036937,Feature,Low,7,No
T019018,C017611,Cancellation,Low,3,Yes
T019019,C020143,Login,Medium,14,No
T019020,C023157,Cancellation,Medium,12,Yes
T019021,C020267,Bug,Medium,12,No
T019022,C044372,Billing,Medium,2,No
T019023,C043540,Feature,Medium,2,Yes
T019024,C010349,Billing,High,14,Yes
T019025,C048356,Feature,Medium,2,No
T019026,C024547,Cancellation,Medium,6,No
T019027,C034033,Billing,High,9,Yes
T019028,C045727,Feature,High,7,No
T019029,C026777,Feature,Low,6,No
T019030,C016142,Billing,Medium,4,Yes
T019031,C024583,Cancellation,Low,2,Yes
T019032,C003133,Cancellation,Low,11,Yes
T019033,C035844,Cancellation,Low,11,No
T019034,C049829,Cancellation,High,13,No
T019035,C013310,Billing,High,15,Yes
T019036,C035683,Login,Low,3,No
T019037,C047463,Billing,High,5,Yes
T019038,C006391,Feature,Low,15,No
T019039,C008254,Cancellation,High,14,Yes
T019040,C010949,Billing,High,3,Yes
T019041,C027614,Feature,Medium,0,Yes
T019042,C026841,Billing,Low,12,Yes
T019043,C005163,Login,Low,0,No
T019044,C023901,Feature,Medium,6,No
T019045,C030104,Bug,Medium,9,No
T019046,C005129,Login,Low,8,No
T019047,C028910,Login,High,15,Yes
T019048,C012121,Bug,Low,13,No
T019049,C032332,Billing,High,2,No
T019050,C026387,Bug,Low,3,Yes
T019051,C044900,Cancellation,Medium,12,No
T019052,C034161,Login,High,12,Yes
T019053,C034635,Feature,Low,5,No
T019054,C025005,Billing,Medium,3,No
T019055,C049592,Feature,High,14,No
T019056,C043239,Billing,Medium,6,No
T019057,C026473,Feature,Low,12,Yes
T019058,C025987,Billing,Low,5,No
T019059,C016503,Bug,Low,11,No
T019060,C021907,Cancellation,High,6,No
T019061,C043230,Bug,Low,11,Yes
T019062,C024523,Cancellation,Low,14,Yes
T019063,C025434,Feature,Low,2,Yes
T019064,C027074,Cancellation,High,2,Yes
T019065,C027415,Login,Low,0,Yes
T019066,C003530,Bug,Medium,0,No
T019067,C037413,Login,Low,13,No
T019068,C030749,Cancellation,Low,14,No
T019069,C034510,Feature,Medium,7,No
T019070,C043241,Login,Low,7,No
T019071,C006288,Login,High,9,No
T019072,C021583,Bug,Low,0,Yes
T019073,C037194,Login,High,4,No
T019074,C015138,Cancellation,Low,4,Yes
T019075,C021366,Billing,Medium,13,No
T019076,C037709,Bug,Medium,6,Yes
T019077,C000051,Feature,Medium,1,Yes
T019078,C047244,Billing,Medium,8,Yes
T019079,C031245,Feature,High,15,Yes
T019080,C008885,Billing,Medium,7,No
T019081,C017434,Login,Low,15,No
T019082,C026810,Feature,Low,4,No
T019083,C049497,Billing,High,8,No
T019084,C045675,Feature,Low,5,No
T019085,C011497,Cancellation,Medium,3,No
T019086,C011549,Cancellation,Low,3,No
T019087,C031841,Billing,High,15,No
T019088,C029873,Login,High,13,No
T019089,C017472,Billing,High,6,Yes
T019090,C012649,Billing,High,1,Yes
T019091,C026742,Bug,High,5,No
T019092,C011924,Feature,High,7,No
T019093,C013642,Cancellation,Medium,8,Yes
T019094,C022917,Login,Low,13,No
T019095,C029883,Bug,High,13,No
T019096,C013885,Feature,High,13,Yes
T019097,C004976,Feature,Medium,10,Yes
T019098,C043126,Cancellation,High,10,No
T019099,C049338,Feature,Medium,13,No
T019100,C049300,Billing,High,10,No
T019101,C033989,Billing,Low,3,Yes
T019102,C045629,Feature,Low,6,No
T019103,C018590,Login,Low,0,No
T019104,C016634,Billing,Medium,4,Yes
T019105,C030121,Bug,Low,3,Yes
T019106,C005081,Bug,Medium,2,Yes
T019107,C040273,Login,High,5,Yes
T019108,C009348,Billing,Medium,15,No
T019109,C037573,Bug,Medium,6,No
T019110,C040942,Bug,High,7,No
T019111,C046499,Login,High,8,Yes
T019112,C006197,Billing,Low,4,Yes
T019113,C030067,Feature,High,7,Yes
T019114,C040002,Cancellation,High,14,No
T019115,C010243,Billing,High,11,No
T019116,C024881,Login,Low,1,Yes
T019117,C023976,Bug,High,14,No
T019118,C009231,Feature,Medium,3,No
T019119,C038337,Feature,Low,5,Yes
T019120,C035998,Bug,Low,8,Yes
T019121,C024502,Feature,Medium,3,Yes
T019122,C006488,Bug,Low,0,Yes
T019123,C026354,Bug,Low,11,No
T019124,C007963,Login,High,0,Yes
T019125,C032109,Cancellation,Medium,5,Yes
T019126,C035765,Billing,Low,0,Yes
T019127,C024376,Feature,Medium,0,Yes
T019128,C038798,Cancellation,Low,0,Yes
T019129,C027738,Login,Low,4,No
T019130,C009827,Billing,High,7,Yes
T019131,C003469,Cancellation,Medium,6,No
T019132,C002758,Billing,High,13,No
T019133,C046227,Feature,Medium,12,No
T019134,C047983,Feature,High,13,No
T019135,C015282,Cancellation,Low,6,No
T019136,C046090,Billing,Low,5,Yes
T019137,C004942,Billing,Low,5,No
T019138,C034701,Feature,Low,13,No
T019139,C021969,Login,Low,14,No
T019140,C020936,Billing,Low,5,Yes
T019141,C008571,Billing,Low,8,No
T019142,C022004,Cancellation,Low,14,No
T019143,C044909,Cancellation,High,2,No
T019144,C009813,Bug,Medium,1,Yes
T019145,C040014,Login,Medium,3,Yes
T019146,C046030,Billing,Low,5,No
T019147,C028553,Bug,Medium,8,Yes
T019148,C002743,Bug,Low,8,No
T019149,C031139,Feature,High,1,No
T019150,C016544,Cancellation,Low,15,Yes
T019151,C017883,Bug,Medium,11,No
T019152,C013566,Cancellation,Low,13,Yes
T019153,C015171,Feature,Low,12,Yes
T019154,C043216,Login,High,6,Yes
T019155,C024784,Bug,Medium,0,No
T019156,C044020,Login,High,14,No
T019157,C008361,Cancellation,High,11,Yes
T019158,C028221,Login,Low,7,No
T019159,C010271,Feature,Medium,6,Yes
T019160,C015491,Feature,Low,15,Yes
T019161,C039870,Feature,Low,13,No
T019162,C045808,Bug,High,10,Yes
T019163,C021993,Login,Medium,13,Yes
T019164,C008309,Billing,High,11,No
T019165,C048339,Billing,Low,4,Yes
T019166,C036110,Billing,Medium,12,Yes
T019167,C013009,Cancellation,Medium,10,Yes
T019168,C012863,Bug,Low,10,No
T019169,C013430,Login,Medium,4,Yes
T019170,C024028,Bug,High,14,No
T019171,C009386,Feature,Medium,13,Yes
T019172,C025323,Billing,High,12,Yes
T019173,C022210,Login,Low,8,No
T019174,C010554,Login,Low,3,Yes
T019175,C002694,Billing,Medium,2,Yes
T019176,C013438,Billing,High,14,No
T019177,C042608,Bug,High,4,No
T019178,C006828,Cancellation,High,11,Yes
T019179,C036731,Login,Medium,5,No
T019180,C020780,Feature,Medium,1,No
T019181,C016730,Bug,Medium,3,Yes
T019182,C028925,Cancellation,Medium,3,Yes
T019183,C030013,Bug,Medium,1,No
T019184,C040234,Billing,High,10,No
T019185,C002760,Bug,Low,6,No
T019186,C007477,Billing,Low,3,Yes
T019187,C004828,Feature,Medium,8,No
T019188,C035748,Cancellation,High,7,No
T019189,C001784,Billing,Low,8,No
T019190,C023021,Login,Low,11,Yes
T019191,C039275,Feature,Low,5,No
T019192,C032559,Feature,Medium,7,Yes
T019193,C027938,Bug,Low,6,No
T019194,C025175,Billing,High,15,No
T019195,C015517,Bug,High,3,No
T019196,C002534,Bug,High,11,No
T019197,C000048,Cancellation,High,12,Yes
T019198,C017462,Feature,High,9,Yes
T019199,C027988,Login,Low,9,No
T019200,C020337,Cancellation,Low,6,Yes
T019201,C004999,Login,High,11,Yes
T019202,C001618,Cancellation,Medium,8,No
T019203,C038924,Bug,Low,7,Yes
T019204,C026673,Bug,Medium,4,No
T019205,C003488,Feature,High,2,No
T019206,C036211,Feature,High,10,Yes
T019207,C028237,Feature,Low,9,No
T019208,C029079,Billing,Low,6,Yes
T019209,C029398,Billing,Low,4,Yes
T019210,C034689,Bug,Medium,15,No
T019211,C006179,Login,High,1,Yes
T019212,C004931,Billing,Medium,15,Yes
T019213,C010378,Cancellation,Low,8,Yes
T019214,C049620,Feature,High,0,No
T019215,C029043,Feature,Low,10,No
T019216,C007026,Cancellation,Medium,14,No
T019217,C017894,Bug,Low,8,No
T019218,C045128,Cancellation,Low,14,No
T019219,C048897,Login,Medium,3,No
T019220,C020666,Bug,High,3,No
T019221,C003802,Feature,Low,6,Yes
T019222,C013252,Login,Medium,2,No
T019223,C010635,Feature,Low,14,Yes
T019224,C015767,Bug,High,3,Yes
T019225,C031829,Cancellation,Medium,15,No
T019226,C035501,Bug,Low,4,Yes
T019227,C040505,Bug,Medium,5,No
T019228,C015792,Login,Low,12,Yes
T019229,C015690,Feature,High,8,No
T019230,C038425,Bug,Low,12,No
T019231,C004623,Login,High,1,Yes
T019232,C000238,Bug,High,7,Yes
T019233,C031214,Feature,High,3,No
T019234,C032458,Login,Medium,10,No
T019235,C011579,Feature,Low,4,Yes
T019236,C007438,Login,Low,7,No
T019237,C010245,Login,Medium,11,No
T019238,C008059,Feature,Low,11,Yes
T019239,C035778,Bug,Medium,5,No
T019240,C012682,Cancellation,Low,14,No
T019241,C020565,Feature,High,14,Yes
T019242,C010037,Cancellation,High,2,No
T019243,C001382,Login,High,2,Yes
T019244,C021477,Login,High,12,No
T019245,C001257,Feature,Low,1,Yes
T019246,C047363,Billing,High,13,No
T019247,C035471,Cancellation,High,8,Yes
T019248,C028773,Cancellation,Low,14,Yes
T019249,C048078,Billing,High,12,Yes
T019250,C005267,Billing,Medium,14,Yes
T019251,C001318,Billing,Medium,14,No
T019252,C038799,Billing,High,3,No
T019253,C002285,Billing,Low,8,Yes
T019254,C036856,Billing,Low,2,Yes
T019255,C015611,Login,Low,12,No
T019256,C047142,Cancellation,Medium,1,Yes
T019257,C048644,Bug,High,3,No
T019258,C008816,Login,Medium,12,No
T019259,C015943,Billing,Medium,14,No
T019260,C041081,Cancellation,High,12,Yes
T019261,C014407,Cancellation,Low,11,No
T019262,C011235,Billing,High,3,Yes
T019263,C048302,Login,High,1,Yes
T019264,C013797,Bug,Low,2,Yes
T019265,C046012,Bug,Medium,11,Yes
T019266,C018051,Feature,Low,6,No
T019267,C047967,Feature,Low,10,No
T019268,C008811,Login,Medium,5,Yes
T019269,C017455,Feature,Low,10,No
T019270,C023098,Feature,High,8,No
T019271,C038159,Login,Medium,6,No
T019272,C011822,Login,Low,10,No
T019273,C045126,Login,Low,6,No
T019274,C021547,Cancellation,Medium,9,Yes
T019275,C005922,Bug,High,5,No
T019276,C038229,Bug,High,14,Yes
T019277,C037992,Feature,Low,3,No
T019278,C034055,Login,Low,3,No
T019279,C013461,Cancellation,Medium,15,No
T019280,C017553,Cancellation,Medium,11,No
T019281,C009387,Feature,Medium,13,Yes
T019282,C019723,Feature,Low,5,Yes
T019283,C040260,Bug,High,2,Yes
T019284,C022729,Login,High,6,Yes
T019285,C028242,Feature,Medium,11,Yes
T019286,C031379,Login,High,5,Yes
T019287,C017656,Billing,High,11,No
T019288,C033074,Login,Medium,8,No
T019289,C011893,Feature,Low,10,Yes
T019290,C016447,Login,High,12,No
T019291,C029287,Cancellation,High,11,No
T019292,C042782,Billing,Low,4,No
T019293,C037495,Bug,High,7,Yes
T019294,C010982,Cancellation,Low,8,Yes
T019295,C026429,Billing,Medium,3,No
T019296,C014196,Login,High,8,No
T019297,C033903,Cancellation,Low,0,Yes
T019298,C032908,Cancellation,High,6,Yes
T019299,C001861,Billing,Low,11,No
T019300,C012853,Billing,Low,7,Yes
T019301,C044457,Cancellation,High,1,Yes
T019302,C048517,Login,High,9,Yes
T019303,C033399,Login,High,7,Yes
T019304,C001073,Cancellation,Low,15,No
T019305,C010017,Billing,Low,14,No
T019306,C034003,Login,Low,3,No
T019307,C044108,Bug,High,1,Yes
T019308,C030463,Cancellation,High,11,Yes
T019309,C038884,Login,Low,5,Yes
T019310,C032972,Bug,Medium,9,Yes
T019311,C039740,Cancellation,High,4,No
T019312,C011408,Bug,Medium,11,Yes
T019313,C021895,Bug,Medium,7,Yes
T019314,C037982,Feature,Low,14,Yes
T019315,C006705,Cancellation,Low,0,Yes
T019316,C025612,Feature,High,0,No
T019317,C028729,Feature,Low,0,Yes
T019318,C003576,Login,Medium,10,Yes
T019319,C016083,Bug,Low,10,No
T019320,C048837,Billing,Medium,9,No
T019321,C016672,Bug,Medium,2,Yes
T019322,C025899,Feature,Low,15,Yes
T019323,C046614,Bug,Low,5,Yes
T019324,C044111,Billing,Medium,9,No
T019325,C028472,Bug,High,4,No
T019326,C036862,Cancellation,High,4,No
T019327,C024251,Cancellation,Low,15,Yes
T019328,C030015,Billing,High,10,Yes
T019329,C023006,Bug,High,9,Yes
T019330,C035589,Billing,Medium,6,Yes
T019331,C023569,Cancellation,Medium,1,No
T019332,C032060,Billing,High,0,No
T019333,C005566,Bug,Medium,2,Yes
T019334,C011510,Bug,High,8,Yes
T019335,C013160,Cancellation,High,11,Yes
T019336,C031636,Billing,Medium,5,Yes
T019337,C004985,Billing,Low,14,No
T019338,C022860,Cancellation,Medium,11,No
T019339,C034320,Cancellation,Medium,10,No
T019340,C016609,Login,High,14,Yes
T019341,C030367,Cancellation,Low,3,No
T019342,C001902,Feature,Low,3,Yes
T019343,C010402,Cancellation,High,12,No
T019344,C012871,Login,Medium,14,Yes
T019345,C049906,Cancellation,Medium,13,No
T019346,C001370,Bug,Medium,10,Yes
T019347,C015852,Feature,High,15,No
T019348,C039551,Feature,Medium,1,Yes
T019349,C049115,Feature,High,3,No
T019350,C036802,Bug,Low,1,No
T019351,C038027,Bug,Medium,9,Yes
T019352,C020419,Bug,Medium,9,Yes
T019353,C001781,Billing,High,13,Yes
T019354,C022430,Feature,High,2,No
T019355,C025438,Billing,Low,13,Yes
T019356,C019326,Cancellation,Low,6,Yes
T019357,C018101,Bug,High,0,No
T019358,C021711,Bug,High,6,Yes
T019359,C017392,Cancellation,Low,4,Yes
T019360,C010657,Bug,High,0,No
T019361,C015305,Login,High,12,No
T019362,C019347,Feature,Low,10,Yes
T019363,C018588,Billing,Low,3,Yes
T019364,C026762,Login,Medium,13,Yes
T019365,C009697,Feature,High,7,No
T019366,C029572,Login,High,5,No
T019367,C021086,Login,Medium,15,Yes
T019368,C041107,Feature,High,13,Yes
T019369,C017502,Billing,Low,7,No
T019370,C037055,Cancellation,High,8,Yes
T019371,C003955,Cancellation,Low,0,No
T019372,C034162,Billing,High,9,Yes
T019373,C032053,Cancellation,Low,1,No
T019374,C014101,Feature,Low,11,Yes
T019375,C009220,Billing,Medium,1,Yes
T019376,C002138,Login,Low,0,Yes
T019377,C029499,Bug,Medium,0,No
T019378,C038866,Feature,Low,10,No
T019379,C004358,Billing,Low,3,No
T019380,C029644,Billing,Low,2,Yes
T019381,C025725,Cancellation,Low,8,Yes
T019382,C000449,Billing,Low,12,Yes
T019383,C033674,Feature,Medium,14,Yes
T019384,C005494,Feature,High,14,Yes
T019385,C033939,Billing,Medium,0,No
